Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO?eq/kWh (direct),Carbon Intensity gCO?eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2023/1/1 0:00,Canada,Qu¨¦bec,CA-QC,0.54,28.21,99.86,98.86,hydroquebec.com,FALSE,
2023/1/1 1:00,Canada,Qu¨¦bec,CA-QC,0.7,28.52,99.81,98.51,hydroquebec.com,FALSE,
2023/1/1 2:00,Canada,Qu¨¦bec,CA-QC,0.76,28.81,99.8,98.57,hydroquebec.com,FALSE,
2023/1/1 3:00,Canada,Qu¨¦bec,CA-QC,0.82,29.04,99.78,98.47,hydroquebec.com,FALSE,
2023/1/1 4:00,Canada,Qu¨¦bec,CA-QC,0.43,28.62,99.88,98.58,hydroquebec.com,FALSE,
2023/1/1 5:00,Canada,Qu¨¦bec,CA-QC,0.17,28.47,99.95,99.06,hydroquebec.com,FALSE,
2023/1/1 6:00,Canada,Qu¨¦bec,CA-QC,0.05,28.64,99.99,99.02,hydroquebec.com,FALSE,
2023/1/1 7:00,Canada,Qu¨¦bec,CA-QC,0.05,29.05,99.99,99.02,hydroquebec.com,FALSE,
2023/1/1 8:00,Canada,Qu¨¦bec,CA-QC,0.05,29.12,99.99,99.02,hydroquebec.com,FALSE,
2023/1/1 9:00,Canada,Qu¨¦bec,CA-QC,0.04,29.04,99.99,99.09,hydroquebec.com,FALSE,
2023/1/1 10:00,Canada,Qu¨¦bec,CA-QC,0.05,28.91,99.99,99.07,hydroquebec.com,FALSE,
2023/1/1 11:00,Canada,Qu¨¦bec,CA-QC,0.09,28.72,99.98,98.94,hydroquebec.com,FALSE,
2023/1/1 12:00,Canada,Qu¨¦bec,CA-QC,0.37,28.72,99.9,98.15,hydroquebec.com,FALSE,
2023/1/1 13:00,Canada,Qu¨¦bec,CA-QC,0.5,28.87,99.86,98.47,hydroquebec.com,FALSE,
2023/1/1 14:00,Canada,Qu¨¦bec,CA-QC,0.71,28.99,99.81,98.28,hydroquebec.com,FALSE,
2023/1/1 15:00,Canada,Qu¨¦bec,CA-QC,0.62,28.92,99.83,98.65,hydroquebec.com,FALSE,
2023/1/1 16:00,Canada,Qu¨¦bec,CA-QC,1.28,29.55,99.66,97.64,hydroquebec.com,FALSE,
2023/1/1 17:00,Canada,Qu¨¦bec,CA-QC,0.68,29.11,99.82,98.85,hydroquebec.com,FALSE,
2023/1/1 18:00,Canada,Qu¨¦bec,CA-QC,0.63,29.06,99.83,98.96,hydroquebec.com,FALSE,
2023/1/1 19:00,Canada,Qu¨¦bec,CA-QC,0.57,29.01,99.85,98.99,hydroquebec.com,FALSE,
2023/1/1 20:00,Canada,Qu¨¦bec,CA-QC,0.26,28.64,99.93,99.36,hydroquebec.com,FALSE,
2023/1/1 21:00,Canada,Qu¨¦bec,CA-QC,0.26,28.44,99.93,99.38,hydroquebec.com,FALSE,
2023/1/1 22:00,Canada,Qu¨¦bec,CA-QC,0.33,28.36,99.91,99.38,hydroquebec.com,FALSE,
2023/1/1 23:00,Canada,Qu¨¦bec,CA-QC,0.65,28.65,99.82,98.95,hydroquebec.com,FALSE,
2023/1/2 0:00,Canada,Qu¨¦bec,CA-QC,0.54,28.56,99.85,99.12,hydroquebec.com,FALSE,
2023/1/2 1:00,Canada,Qu¨¦bec,CA-QC,0.53,28.57,99.86,98.89,hydroquebec.com,FALSE,
2023/1/2 2:00,Canada,Qu¨¦bec,CA-QC,0.3,28.46,99.92,99.26,hydroquebec.com,FALSE,
2023/1/2 3:00,Canada,Qu¨¦bec,CA-QC,0.37,28.59,99.9,99.05,hydroquebec.com,FALSE,
2023/1/2 4:00,Canada,Qu¨¦bec,CA-QC,0.28,28.63,99.92,99.03,hydroquebec.com,FALSE,
2023/1/2 5:00,Canada,Qu¨¦bec,CA-QC,0.17,28.54,99.95,99.02,hydroquebec.com,FALSE,
2023/1/2 6:00,Canada,Qu¨¦bec,CA-QC,0.07,28.33,99.98,98.62,hydroquebec.com,FALSE,
2023/1/2 7:00,Canada,Qu¨¦bec,CA-QC,0.07,28.35,99.98,98.55,hydroquebec.com,FALSE,
2023/1/2 8:00,Canada,Qu¨¦bec,CA-QC,0.08,28.31,99.98,98.31,hydroquebec.com,FALSE,
2023/1/2 9:00,Canada,Qu¨¦bec,CA-QC,0.12,28.5,99.97,98.9,hydroquebec.com,FALSE,
2023/1/2 10:00,Canada,Qu¨¦bec,CA-QC,0.29,28.68,99.92,98.98,hydroquebec.com,FALSE,
2023/1/2 11:00,Canada,Qu¨¦bec,CA-QC,0.75,29.04,99.8,98.43,hydroquebec.com,FALSE,
2023/1/2 12:00,Canada,Qu¨¦bec,CA-QC,0.82,29.05,99.78,98.59,hydroquebec.com,FALSE,
2023/1/2 13:00,Canada,Qu¨¦bec,CA-QC,0.86,28.96,99.77,98.67,hydroquebec.com,FALSE,
2023/1/2 14:00,Canada,Qu¨¦bec,CA-QC,0.83,28.83,99.77,98.73,hydroquebec.com,FALSE,
2023/1/2 15:00,Canada,Qu¨¦bec,CA-QC,0.8,28.77,99.78,98.78,hydroquebec.com,FALSE,
2023/1/2 16:00,Canada,Qu¨¦bec,CA-QC,0.56,28.53,99.85,99.15,hydroquebec.com,FALSE,
2023/1/2 17:00,Canada,Qu¨¦bec,CA-QC,0.56,28.56,99.85,99.15,hydroquebec.com,FALSE,
2023/1/2 18:00,Canada,Qu¨¦bec,CA-QC,0.54,28.62,99.85,99.19,hydroquebec.com,FALSE,
2023/1/2 19:00,Canada,Qu¨¦bec,CA-QC,0.17,28.3,99.95,99.75,hydroquebec.com,FALSE,
2023/1/2 20:00,Canada,Qu¨¦bec,CA-QC,0.06,28.12,99.98,99.91,hydroquebec.com,FALSE,
2023/1/2 21:00,Canada,Qu¨¦bec,CA-QC,0.14,28.01,99.96,99.79,hydroquebec.com,FALSE,
2023/1/2 22:00,Canada,Qu¨¦bec,CA-QC,0.27,28.01,99.93,99.64,hydroquebec.com,FALSE,
2023/1/2 23:00,Canada,Qu¨¦bec,CA-QC,0.07,27.77,99.98,99.92,hydroquebec.com,FALSE,
2023/1/3 0:00,Canada,Qu¨¦bec,CA-QC,0.07,27.84,99.98,99.92,hydroquebec.com,FALSE,
2023/1/3 1:00,Canada,Qu¨¦bec,CA-QC,0.06,27.98,99.98,99.92,hydroquebec.com,FALSE,
2023/1/3 2:00,Canada,Qu¨¦bec,CA-QC,0.04,28.08,99.99,99.92,hydroquebec.com,FALSE,
2023/1/3 3:00,Canada,Qu¨¦bec,CA-QC,0.04,28.13,99.99,99.89,hydroquebec.com,FALSE,
2023/1/3 4:00,Canada,Qu¨¦bec,CA-QC,0.04,28.25,99.99,99.86,hydroquebec.com,FALSE,
2023/1/3 5:00,Canada,Qu¨¦bec,CA-QC,0.12,28.42,99.97,99.37,hydroquebec.com,FALSE,
2023/1/3 6:00,Canada,Qu¨¦bec,CA-QC,0.17,28.54,99.95,99.25,hydroquebec.com,FALSE,
2023/1/3 7:00,Canada,Qu¨¦bec,CA-QC,0.26,28.61,99.93,98.9,hydroquebec.com,FALSE,
2023/1/3 8:00,Canada,Qu¨¦bec,CA-QC,0.19,28.59,99.95,99.05,hydroquebec.com,FALSE,
2023/1/3 9:00,Canada,Qu¨¦bec,CA-QC,0.31,28.57,99.92,98.39,hydroquebec.com,FALSE,
2023/1/3 10:00,Canada,Qu¨¦bec,CA-QC,0.09,28.54,99.98,99.65,hydroquebec.com,FALSE,
2023/1/3 11:00,Canada,Qu¨¦bec,CA-QC,0.04,28.33,99.99,99.91,hydroquebec.com,FALSE,
2023/1/3 12:00,Canada,Qu¨¦bec,CA-QC,0.06,28.17,99.98,99.9,hydroquebec.com,FALSE,
2023/1/3 13:00,Canada,Qu¨¦bec,CA-QC,0.06,28.04,99.98,99.91,hydroquebec.com,FALSE,
2023/1/3 14:00,Canada,Qu¨¦bec,CA-QC,0.06,27.97,99.98,99.91,hydroquebec.com,FALSE,
2023/1/3 15:00,Canada,Qu¨¦bec,CA-QC,0,27.86,100,100,hydroquebec.com,FALSE,
2023/1/3 16:00,Canada,Qu¨¦bec,CA-QC,0.15,27.99,99.96,99.96,hydroquebec.com,FALSE,
2023/1/3 17:00,Canada,Qu¨¦bec,CA-QC,0.16,28.05,99.96,99.96,hydroquebec.com,FALSE,
2023/1/3 18:00,Canada,Qu¨¦bec,CA-QC,0,27.98,100,100,hydroquebec.com,FALSE,
2023/1/3 19:00,Canada,Qu¨¦bec,CA-QC,0,28.08,100,100,hydroquebec.com,FALSE,
2023/1/3 20:00,Canada,Qu¨¦bec,CA-QC,0,28.08,100,100,hydroquebec.com,FALSE,
2023/1/3 21:00,Canada,Qu¨¦bec,CA-QC,0,27.92,100,100,hydroquebec.com,FALSE,
2023/1/3 22:00,Canada,Qu¨¦bec,CA-QC,0,27.8,100,100,hydroquebec.com,FALSE,
2023/1/3 23:00,Canada,Qu¨¦bec,CA-QC,0,27.78,100,100,hydroquebec.com,FALSE,
2023/1/4 0:00,Canada,Qu¨¦bec,CA-QC,0,27.82,100,100,hydroquebec.com,FALSE,
2023/1/4 1:00,Canada,Qu¨¦bec,CA-QC,0,27.9,100,100,hydroquebec.com,FALSE,
2023/1/4 2:00,Canada,Qu¨¦bec,CA-QC,0,28.04,100,100,hydroquebec.com,FALSE,
2023/1/4 3:00,Canada,Qu¨¦bec,CA-QC,0,28.2,100,100,hydroquebec.com,FALSE,
2023/1/4 4:00,Canada,Qu¨¦bec,CA-QC,0,28.37,100,100,hydroquebec.com,FALSE,
2023/1/4 5:00,Canada,Qu¨¦bec,CA-QC,0,28.47,100,100,hydroquebec.com,FALSE,
2023/1/4 6:00,Canada,Qu¨¦bec,CA-QC,0,28.59,100,100,hydroquebec.com,FALSE,
2023/1/4 7:00,Canada,Qu¨¦bec,CA-QC,0.01,28.7,100,99.94,hydroquebec.com,FALSE,
2023/1/4 8:00,Canada,Qu¨¦bec,CA-QC,0.23,28.7,99.94,98.79,hydroquebec.com,FALSE,
2023/1/4 9:00,Canada,Qu¨¦bec,CA-QC,0.24,28.71,99.93,98.76,hydroquebec.com,FALSE,
2023/1/4 10:00,Canada,Qu¨¦bec,CA-QC,0.27,28.65,99.93,98.83,hydroquebec.com,FALSE,
2023/1/4 11:00,Canada,Qu¨¦bec,CA-QC,0,28.29,100,100,hydroquebec.com,FALSE,
2023/1/4 12:00,Canada,Qu¨¦bec,CA-QC,0,27.95,100,100,hydroquebec.com,FALSE,
2023/1/4 13:00,Canada,Qu¨¦bec,CA-QC,0,27.79,100,100,hydroquebec.com,FALSE,
2023/1/4 14:00,Canada,Qu¨¦bec,CA-QC,0,27.81,100,100,hydroquebec.com,FALSE,
2023/1/4 15:00,Canada,Qu¨¦bec,CA-QC,0,27.88,100,100,hydroquebec.com,FALSE,
2023/1/4 16:00,Canada,Qu¨¦bec,CA-QC,0,27.84,100,100,hydroquebec.com,FALSE,
2023/1/4 17:00,Canada,Qu¨¦bec,CA-QC,0,27.75,100,100,hydroquebec.com,FALSE,
2023/1/4 18:00,Canada,Qu¨¦bec,CA-QC,0,27.86,100,100,hydroquebec.com,FALSE,
2023/1/4 19:00,Canada,Qu¨¦bec,CA-QC,0.02,28,99.99,99.97,hydroquebec.com,FALSE,
2023/1/4 20:00,Canada,Qu¨¦bec,CA-QC,0,27.84,100,100,hydroquebec.com,FALSE,
2023/1/4 21:00,Canada,Qu¨¦bec,CA-QC,0,27.63,100,100,hydroquebec.com,FALSE,
2023/1/4 22:00,Canada,Qu¨¦bec,CA-QC,0,27.47,100,100,hydroquebec.com,FALSE,
2023/1/4 23:00,Canada,Qu¨¦bec,CA-QC,0,27.43,100,100,hydroquebec.com,FALSE,
2023/1/5 0:00,Canada,Qu¨¦bec,CA-QC,0.07,27.64,99.98,99.89,hydroquebec.com,FALSE,
2023/1/5 1:00,Canada,Qu¨¦bec,CA-QC,0.39,28.06,99.89,99.35,hydroquebec.com,FALSE,
2023/1/5 2:00,Canada,Qu¨¦bec,CA-QC,0.39,28.11,99.89,99.36,hydroquebec.com,FALSE,
2023/1/5 3:00,Canada,Qu¨¦bec,CA-QC,0.28,28.13,99.93,99.37,hydroquebec.com,FALSE,
2023/1/5 4:00,Canada,Qu¨¦bec,CA-QC,0.21,28.32,99.94,99.34,hydroquebec.com,FALSE,
2023/1/5 5:00,Canada,Qu¨¦bec,CA-QC,0.05,28.34,99.99,99.64,hydroquebec.com,FALSE,
2023/1/5 6:00,Canada,Qu¨¦bec,CA-QC,0.02,28.37,100,99.62,hydroquebec.com,FALSE,
2023/1/5 7:00,Canada,Qu¨¦bec,CA-QC,0.02,28.37,99.99,99.56,hydroquebec.com,FALSE,
2023/1/5 8:00,Canada,Qu¨¦bec,CA-QC,0.02,28.32,99.99,99.49,hydroquebec.com,FALSE,
2023/1/5 9:00,Canada,Qu¨¦bec,CA-QC,0.02,28.33,99.99,99.79,hydroquebec.com,FALSE,
2023/1/5 10:00,Canada,Qu¨¦bec,CA-QC,0,28.1,100,100,hydroquebec.com,FALSE,
2023/1/5 11:00,Canada,Qu¨¦bec,CA-QC,0,27.74,100,100,hydroquebec.com,FALSE,
2023/1/5 12:00,Canada,Qu¨¦bec,CA-QC,0,27.55,100,100,hydroquebec.com,FALSE,
2023/1/5 13:00,Canada,Qu¨¦bec,CA-QC,0,27.51,100,100,hydroquebec.com,FALSE,
2023/1/5 14:00,Canada,Qu¨¦bec,CA-QC,0,27.54,100,100,hydroquebec.com,FALSE,
2023/1/5 15:00,Canada,Qu¨¦bec,CA-QC,0.2,27.75,99.95,99.66,hydroquebec.com,FALSE,
2023/1/5 16:00,Canada,Qu¨¦bec,CA-QC,0.09,27.66,99.98,99.89,hydroquebec.com,FALSE,
2023/1/5 17:00,Canada,Qu¨¦bec,CA-QC,0.01,27.59,100,99.99,hydroquebec.com,FALSE,
2023/1/5 18:00,Canada,Qu¨¦bec,CA-QC,0,27.63,100,100,hydroquebec.com,FALSE,
2023/1/5 19:00,Canada,Qu¨¦bec,CA-QC,0,27.66,100,100,hydroquebec.com,FALSE,
2023/1/5 20:00,Canada,Qu¨¦bec,CA-QC,0,27.63,100,100,hydroquebec.com,FALSE,
2023/1/5 21:00,Canada,Qu¨¦bec,CA-QC,0,27.63,100,100,hydroquebec.com,FALSE,
2023/1/5 22:00,Canada,Qu¨¦bec,CA-QC,0.31,27.97,99.92,99.73,hydroquebec.com,FALSE,
2023/1/5 23:00,Canada,Qu¨¦bec,CA-QC,0,27.63,100,100,hydroquebec.com,FALSE,
2023/1/6 0:00,Canada,Qu¨¦bec,CA-QC,0,27.74,100,100,hydroquebec.com,FALSE,
2023/1/6 1:00,Canada,Qu¨¦bec,CA-QC,0,27.84,100,100,hydroquebec.com,FALSE,
2023/1/6 2:00,Canada,Qu¨¦bec,CA-QC,0,27.8,100,100,hydroquebec.com,FALSE,
2023/1/6 3:00,Canada,Qu¨¦bec,CA-QC,0,27.85,100,100,hydroquebec.com,FALSE,
2023/1/6 4:00,Canada,Qu¨¦bec,CA-QC,0,28,100,100,hydroquebec.com,FALSE,
2023/1/6 5:00,Canada,Qu¨¦bec,CA-QC,0,28.13,100,100,hydroquebec.com,FALSE,
2023/1/6 6:00,Canada,Qu¨¦bec,CA-QC,0,28.22,100,100,hydroquebec.com,FALSE,
2023/1/6 7:00,Canada,Qu¨¦bec,CA-QC,0.39,28.74,99.89,99.38,hydroquebec.com,FALSE,
2023/1/6 8:00,Canada,Qu¨¦bec,CA-QC,0.49,28.94,99.87,99.34,hydroquebec.com,FALSE,
2023/1/6 9:00,Canada,Qu¨¦bec,CA-QC,0,28.35,100,100,hydroquebec.com,FALSE,
2023/1/6 10:00,Canada,Qu¨¦bec,CA-QC,0,28.19,100,100,hydroquebec.com,FALSE,
2023/1/6 11:00,Canada,Qu¨¦bec,CA-QC,0,28.02,100,100,hydroquebec.com,FALSE,
2023/1/6 12:00,Canada,Qu¨¦bec,CA-QC,0,27.9,100,100,hydroquebec.com,FALSE,
2023/1/6 13:00,Canada,Qu¨¦bec,CA-QC,0.01,27.86,100,99.99,hydroquebec.com,FALSE,
2023/1/6 14:00,Canada,Qu¨¦bec,CA-QC,0,27.86,100,100,hydroquebec.com,FALSE,
2023/1/6 15:00,Canada,Qu¨¦bec,CA-QC,0,27.85,100,100,hydroquebec.com,FALSE,
2023/1/6 16:00,Canada,Qu¨¦bec,CA-QC,0,27.87,100,100,hydroquebec.com,FALSE,
2023/1/6 17:00,Canada,Qu¨¦bec,CA-QC,0,27.95,100,100,hydroquebec.com,FALSE,
2023/1/6 18:00,Canada,Qu¨¦bec,CA-QC,0,28,100,100,hydroquebec.com,FALSE,
2023/1/6 19:00,Canada,Qu¨¦bec,CA-QC,0,28,100,100,hydroquebec.com,FALSE,
2023/1/6 20:00,Canada,Qu¨¦bec,CA-QC,0,28.02,100,100,hydroquebec.com,FALSE,
2023/1/6 21:00,Canada,Qu¨¦bec,CA-QC,0,28.01,100,100,hydroquebec.com,FALSE,
2023/1/6 22:00,Canada,Qu¨¦bec,CA-QC,0,27.94,100,100,hydroquebec.com,FALSE,
2023/1/6 23:00,Canada,Qu¨¦bec,CA-QC,0,27.91,100,100,hydroquebec.com,FALSE,
2023/1/7 0:00,Canada,Qu¨¦bec,CA-QC,0,27.92,100,100,hydroquebec.com,FALSE,
2023/1/7 1:00,Canada,Qu¨¦bec,CA-QC,0,27.96,100,100,hydroquebec.com,FALSE,
2023/1/7 2:00,Canada,Qu¨¦bec,CA-QC,0,28.02,100,100,hydroquebec.com,FALSE,
2023/1/7 3:00,Canada,Qu¨¦bec,CA-QC,0,28.1,100,100,hydroquebec.com,FALSE,
2023/1/7 4:00,Canada,Qu¨¦bec,CA-QC,0,28.23,100,100,hydroquebec.com,FALSE,
2023/1/7 5:00,Canada,Qu¨¦bec,CA-QC,0,28.32,100,100,hydroquebec.com,FALSE,
2023/1/7 6:00,Canada,Qu¨¦bec,CA-QC,0,28.36,100,100,hydroquebec.com,FALSE,
2023/1/7 7:00,Canada,Qu¨¦bec,CA-QC,0,28.43,100,100,hydroquebec.com,FALSE,
2023/1/7 8:00,Canada,Qu¨¦bec,CA-QC,0,28.47,100,100,hydroquebec.com,FALSE,
2023/1/7 9:00,Canada,Qu¨¦bec,CA-QC,0,28.47,100,100,hydroquebec.com,FALSE,
2023/1/7 10:00,Canada,Qu¨¦bec,CA-QC,0,28.4,100,100,hydroquebec.com,FALSE,
2023/1/7 11:00,Canada,Qu¨¦bec,CA-QC,0,28.29,100,100,hydroquebec.com,FALSE,
2023/1/7 12:00,Canada,Qu¨¦bec,CA-QC,0,28.17,100,100,hydroquebec.com,FALSE,
2023/1/7 13:00,Canada,Qu¨¦bec,CA-QC,0,28.04,100,100,hydroquebec.com,FALSE,
2023/1/7 14:00,Canada,Qu¨¦bec,CA-QC,0,27.97,100,100,hydroquebec.com,FALSE,
2023/1/7 15:00,Canada,Qu¨¦bec,CA-QC,0,27.94,100,100,hydroquebec.com,FALSE,
2023/1/7 16:00,Canada,Qu¨¦bec,CA-QC,0,27.92,100,100,hydroquebec.com,FALSE,
2023/1/7 17:00,Canada,Qu¨¦bec,CA-QC,0,27.89,100,100,hydroquebec.com,FALSE,
2023/1/7 18:00,Canada,Qu¨¦bec,CA-QC,0,27.8,100,100,hydroquebec.com,FALSE,
2023/1/7 19:00,Canada,Qu¨¦bec,CA-QC,0,27.68,100,100,hydroquebec.com,FALSE,
2023/1/7 20:00,Canada,Qu¨¦bec,CA-QC,0,27.52,100,100,hydroquebec.com,FALSE,
2023/1/7 21:00,Canada,Qu¨¦bec,CA-QC,0,27.3,100,100,hydroquebec.com,FALSE,
2023/1/7 22:00,Canada,Qu¨¦bec,CA-QC,0,27.14,100,100,hydroquebec.com,FALSE,
2023/1/7 23:00,Canada,Qu¨¦bec,CA-QC,0,27.08,100,100,hydroquebec.com,FALSE,
2023/1/8 0:00,Canada,Qu¨¦bec,CA-QC,0,27.1,100,100,hydroquebec.com,FALSE,
2023/1/8 1:00,Canada,Qu¨¦bec,CA-QC,0,27.14,100,100,hydroquebec.com,FALSE,
2023/1/8 2:00,Canada,Qu¨¦bec,CA-QC,0,27.26,100,100,hydroquebec.com,FALSE,
2023/1/8 3:00,Canada,Qu¨¦bec,CA-QC,0,27.42,100,100,hydroquebec.com,FALSE,
2023/1/8 4:00,Canada,Qu¨¦bec,CA-QC,0,27.44,100,100,hydroquebec.com,FALSE,
2023/1/8 5:00,Canada,Qu¨¦bec,CA-QC,0,27.46,100,100,hydroquebec.com,FALSE,
2023/1/8 6:00,Canada,Qu¨¦bec,CA-QC,0,27.48,100,100,hydroquebec.com,FALSE,
2023/1/8 7:00,Canada,Qu¨¦bec,CA-QC,0.42,27.79,99.89,99.27,hydroquebec.com,FALSE,
2023/1/8 8:00,Canada,Qu¨¦bec,CA-QC,0.97,28.4,99.74,98.43,hydroquebec.com,FALSE,
2023/1/8 9:00,Canada,Qu¨¦bec,CA-QC,0.14,27.63,99.96,99.8,hydroquebec.com,FALSE,
2023/1/8 10:00,Canada,Qu¨¦bec,CA-QC,0,27.32,100,100,hydroquebec.com,FALSE,
2023/1/8 11:00,Canada,Qu¨¦bec,CA-QC,0,27.26,100,100,hydroquebec.com,FALSE,
2023/1/8 12:00,Canada,Qu¨¦bec,CA-QC,0,27.2,100,100,hydroquebec.com,FALSE,
2023/1/8 13:00,Canada,Qu¨¦bec,CA-QC,0,27.18,100,100,hydroquebec.com,FALSE,
2023/1/8 14:00,Canada,Qu¨¦bec,CA-QC,0,27.18,100,100,hydroquebec.com,FALSE,
2023/1/8 15:00,Canada,Qu¨¦bec,CA-QC,0,27.2,100,100,hydroquebec.com,FALSE,
2023/1/8 16:00,Canada,Qu¨¦bec,CA-QC,0.06,27.3,99.98,99.93,hydroquebec.com,FALSE,
2023/1/8 17:00,Canada,Qu¨¦bec,CA-QC,0,27.26,100,100,hydroquebec.com,FALSE,
2023/1/8 18:00,Canada,Qu¨¦bec,CA-QC,0,27.29,100,100,hydroquebec.com,FALSE,
2023/1/8 19:00,Canada,Qu¨¦bec,CA-QC,0,27.25,100,100,hydroquebec.com,FALSE,
2023/1/8 20:00,Canada,Qu¨¦bec,CA-QC,0,27.19,100,100,hydroquebec.com,FALSE,
2023/1/8 21:00,Canada,Qu¨¦bec,CA-QC,1.02,28.11,99.73,98.83,hydroquebec.com,FALSE,
2023/1/8 22:00,Canada,Qu¨¦bec,CA-QC,1.62,28.72,99.59,98.53,hydroquebec.com,FALSE,
2023/1/8 23:00,Canada,Qu¨¦bec,CA-QC,1.02,28.03,99.72,99.08,hydroquebec.com,FALSE,
2023/1/9 0:00,Canada,Qu¨¦bec,CA-QC,0.41,27.22,99.89,99.61,hydroquebec.com,FALSE,
2023/1/9 1:00,Canada,Qu¨¦bec,CA-QC,0,26.8,100,100,hydroquebec.com,FALSE,
2023/1/9 2:00,Canada,Qu¨¦bec,CA-QC,0,26.89,100,100,hydroquebec.com,FALSE,
2023/1/9 3:00,Canada,Qu¨¦bec,CA-QC,0,26.99,100,100,hydroquebec.com,FALSE,
2023/1/9 4:00,Canada,Qu¨¦bec,CA-QC,0,27.08,100,100,hydroquebec.com,FALSE,
2023/1/9 5:00,Canada,Qu¨¦bec,CA-QC,0,27.11,100,100,hydroquebec.com,FALSE,
2023/1/9 6:00,Canada,Qu¨¦bec,CA-QC,0,27.18,100,100,hydroquebec.com,FALSE,
2023/1/9 7:00,Canada,Qu¨¦bec,CA-QC,0,27.28,100,100,hydroquebec.com,FALSE,
2023/1/9 8:00,Canada,Qu¨¦bec,CA-QC,0,27.32,100,100,hydroquebec.com,FALSE,
2023/1/9 9:00,Canada,Qu¨¦bec,CA-QC,0,27.33,100,100,hydroquebec.com,FALSE,
2023/1/9 10:00,Canada,Qu¨¦bec,CA-QC,0,27.36,100,100,hydroquebec.com,FALSE,
2023/1/9 11:00,Canada,Qu¨¦bec,CA-QC,0.26,27.65,99.93,99.55,hydroquebec.com,FALSE,
2023/1/9 12:00,Canada,Qu¨¦bec,CA-QC,0.98,28.39,99.74,98.59,hydroquebec.com,FALSE,
2023/1/9 13:00,Canada,Qu¨¦bec,CA-QC,0.91,28.38,99.75,98.81,hydroquebec.com,FALSE,
2023/1/9 14:00,Canada,Qu¨¦bec,CA-QC,0.65,28.17,99.82,99.14,hydroquebec.com,FALSE,
2023/1/9 15:00,Canada,Qu¨¦bec,CA-QC,0.06,27.61,99.98,99.92,hydroquebec.com,FALSE,
2023/1/9 16:00,Canada,Qu¨¦bec,CA-QC,0.18,27.73,99.95,99.75,hydroquebec.com,FALSE,
2023/1/9 17:00,Canada,Qu¨¦bec,CA-QC,0,27.55,100,100,hydroquebec.com,FALSE,
2023/1/9 18:00,Canada,Qu¨¦bec,CA-QC,0.11,27.66,99.97,99.84,hydroquebec.com,FALSE,
2023/1/9 19:00,Canada,Qu¨¦bec,CA-QC,0,27.58,100,100,hydroquebec.com,FALSE,
2023/1/9 20:00,Canada,Qu¨¦bec,CA-QC,0.22,27.77,99.94,99.63,hydroquebec.com,FALSE,
2023/1/9 21:00,Canada,Qu¨¦bec,CA-QC,0.44,27.96,99.88,99.28,hydroquebec.com,FALSE,
2023/1/9 22:00,Canada,Qu¨¦bec,CA-QC,0.85,28.37,99.77,98.87,hydroquebec.com,FALSE,
2023/1/9 23:00,Canada,Qu¨¦bec,CA-QC,0.93,28.46,99.75,98.84,hydroquebec.com,FALSE,
2023/1/10 0:00,Canada,Qu¨¦bec,CA-QC,0.35,27.85,99.91,99.56,hydroquebec.com,FALSE,
2023/1/10 1:00,Canada,Qu¨¦bec,CA-QC,0,27.52,100,100,hydroquebec.com,FALSE,
2023/1/10 2:00,Canada,Qu¨¦bec,CA-QC,0,27.58,100,100,hydroquebec.com,FALSE,
2023/1/10 3:00,Canada,Qu¨¦bec,CA-QC,0,27.69,100,100,hydroquebec.com,FALSE,
2023/1/10 4:00,Canada,Qu¨¦bec,CA-QC,0,27.78,100,100,hydroquebec.com,FALSE,
2023/1/10 5:00,Canada,Qu¨¦bec,CA-QC,0,27.85,100,100,hydroquebec.com,FALSE,
2023/1/10 6:00,Canada,Qu¨¦bec,CA-QC,0,27.91,100,100,hydroquebec.com,FALSE,
2023/1/10 7:00,Canada,Qu¨¦bec,CA-QC,0,27.92,100,100,hydroquebec.com,FALSE,
2023/1/10 8:00,Canada,Qu¨¦bec,CA-QC,0.13,28,99.96,99.58,hydroquebec.com,FALSE,
2023/1/10 9:00,Canada,Qu¨¦bec,CA-QC,0,27.82,100,100,hydroquebec.com,FALSE,
2023/1/10 10:00,Canada,Qu¨¦bec,CA-QC,0,27.64,100,100,hydroquebec.com,FALSE,
2023/1/10 11:00,Canada,Qu¨¦bec,CA-QC,0,27.44,100,100,hydroquebec.com,FALSE,
2023/1/10 12:00,Canada,Qu¨¦bec,CA-QC,0.35,27.65,99.91,99.53,hydroquebec.com,FALSE,
2023/1/10 13:00,Canada,Qu¨¦bec,CA-QC,0.81,28.2,99.78,99.09,hydroquebec.com,FALSE,
2023/1/10 14:00,Canada,Qu¨¦bec,CA-QC,0,27.45,100,100,hydroquebec.com,FALSE,
2023/1/10 15:00,Canada,Qu¨¦bec,CA-QC,0,27.53,100,100,hydroquebec.com,FALSE,
2023/1/10 16:00,Canada,Qu¨¦bec,CA-QC,0,27.56,100,100,hydroquebec.com,FALSE,
2023/1/10 17:00,Canada,Qu¨¦bec,CA-QC,0,27.61,100,100,hydroquebec.com,FALSE,
2023/1/10 18:00,Canada,Qu¨¦bec,CA-QC,0,27.63,100,100,hydroquebec.com,FALSE,
2023/1/10 19:00,Canada,Qu¨¦bec,CA-QC,0,27.59,100,100,hydroquebec.com,FALSE,
